T1: 1(0.65), 3(0.74), 5(0.83), 7(0.6), 9(0.61), 11(0.93), 13(0.76), 15(0.74), 17(0.8), 19(0.5), 21(0.58), 23(0.58), 25(0.86), 27(0.75), 29(0.85), 31(0.53), 34(0.68), 36(0.7), 38(0.62), 40(0.86), 42(0.65), 44(0.58), 46(0.67), 48(0.74), 50(0.66), 52(0.67), 54(0.89), 56(0.51), 58(0.86), 60(0.88), 62(0.93), 64(0.55), 66(0.78), 68(0.74), 70(0.74), 72(0.91), 74(0.69)
T1650: 1(0.72), 4(0.94), 5(0.59), 7(0.79), 9(1.0), 12(0.82), 14(0.79), 16(0.58), 18(0.8), 20(0.97), 21(0.69), 24(0.7), 25(0.59), 28(0.99), 29(0.61), 33(0.85), 34(0.97), 36(0.56), 39(0.53), 40(0.76), 42(0.95), 44(0.61), 46(0.89), 48(0.96), 51(0.96), 52(0.93), 54(0.69), 56(0.64), 58(0.89), 60(0.82), 62(0.69), 64(0.67), 66(0.97), 68(0.67), 71(0.84), 72(0.85), 74(0.59)
T1651: 1(0.54), 3(0.78), 5(0.58), 7(0.6), 9(0.65), 11(0.89), 14(0.97), 15(0.7), 17(0.79), 19(0.88), 21(0.76), 24(0.67), 25(0.76), 28(0.83), 29(0.96), 33(0.85), 34(0.82), 37(0.84), 38(0.8), 40(0.55), 42(0.99), 44(0.64), 46(0.55), 49(0.77), 50(0.7), 52(0.74), 54(0.95), 56(0.65), 58(0.99), 60(0.73), 62(0.97), 64(0.73), 66(0.87), 68(0.95), 70(0.98), 72(0.95), 74(0.83)
T1652: 1(1.0), 3(0.67), 5(0.62), 7(0.8), 9(0.79), 11(0.79), 14(0.92), 15(0.54), 17(0.76), 20(0.67), 21(0.87), 24(0.91), 25(0.99), 28(0.6), 29(1.0), 31(0.6), 34(0.83), 37(0.85), 38(0.51), 40(0.94), 42(0.56), 44(0.92), 47(0.68), 49(0.94), 50(0.79), 52(0.58), 54(1.0), 56(0.61), 58(0.86), 60(0.98), 62(0.69), 64(0.85), 66(0.55), 68(0.76), 70(0.86), 72(0.67), 74(0.77)
T1653: 1(0.58), 3(0.53), 5(0.95), 7(0.81), 9(0.96), 12(0.93), 13(0.91), 16(0.51), 18(0.65), 20(0.61), 21(0.58), 23(0.92), 25(0.87), 28(1.0), 29(0.77), 31(0.68), 34(0.93), 36(0.51), 38(0.86), 40(1.0), 42(0.68), 44(0.5), 47(0.66), 48(0.53), 51(0.67), 52(0.78), 55(0.58), 56(0.95), 58(0.64), 60(0.77), 62(0.8), 64(0.53), 66(0.5), 68(0.69), 70(0.91), 72(0.6), 74(0.8)
T1654: 1(0.58), 3(0.66), 5(0.66), 7(0.74), 9(0.53), 12(0.93), 13(0.79), 16(0.99), 18(0.5), 20(0.94), 21(0.66), 23(0.95), 25(0.54), 28(0.55), 29(0.91), 31(0.54), 34(0.91), 36(0.91), 38(0.97), 40(0.73), 42(0.95), 44(0.66), 47(0.89), 48(0.84), 50(0.87), 52(0.89), 55(0.82), 56(0.94), 58(0.89), 60(0.9), 62(0.57), 64(0.86), 66(0.63), 68(0.75), 70(0.9), 72(0.94), 74(0.91)
T1655: 1(0.51), 3(0.51), 5(0.89), 7(0.55), 9(0.68), 11(0.97), 13(0.86), 15(0.63), 17(1.0), 19(0.96), 21(0.54), 23(0.6), 25(0.78), 28(0.91), 29(0.82), 31(0.53), 34(0.78), 37(0.98), 38(0.95), 40(0.83), 42(0.9), 44(0.92), 46(0.65), 49(0.53), 51(0.77), 52(0.88), 55(0.86), 56(0.85), 58(0.59), 60(0.62), 62(0.97), 64(0.83), 66(0.91), 68(0.96), 70(0.53), 72(0.95), 74(0.87)
T1656: 1(0.97), 3(0.92), 5(0.76), 7(0.78), 9(0.88), 11(0.66), 13(0.95), 15(0.86), 17(0.52), 19(0.51), 21(0.83), 23(0.56), 25(0.85), 28(0.54), 29(0.98), 31(0.8), 34(0.74), 37(0.76), 38(0.59), 40(0.7), 42(0.84), 44(0.63), 46(0.86), 49(0.67), 50(0.54), 52(0.79), 55(0.75), 56(0.94), 58(0.64), 60(0.67), 62(0.89), 64(0.77), 66(0.62), 68(0.8), 70(0.78), 72(0.59), 74(0.71)
T1657: 1(0.98), 3(0.78), 5(0.72), 7(0.89), 9(0.93), 11(0.75), 13(0.63), 15(0.53), 17(0.85), 20(0.58), 21(0.84), 23(0.95), 25(0.93), 28(0.54), 29(0.8), 31(0.52), 34(0.74), 37(0.54), 38(0.83), 40(0.64), 42(0.72), 44(0.69), 47(0.72), 49(0.97), 50(0.54), 52(0.72), 55(0.87), 56(0.7), 58(0.82), 60(0.84), 62(0.84), 64(0.97), 66(0.98), 68(0.86), 70(0.77), 72(0.56), 74(0.92)
T1658: 1(0.95), 3(0.81), 5(0.87), 8(0.96), 9(0.55), 12(0.52), 14(0.9), 16(0.57), 17(0.72), 19(0.76), 21(0.94), 23(0.75), 25(0.71), 28(0.81), 29(0.78), 31(0.75), 34(0.88), 36(0.94), 38(0.83), 40(0.67), 42(0.86), 44(0.93), 46(0.69), 48(0.7), 51(0.91), 52(0.97), 55(0.94), 56(0.81), 58(0.58), 60(0.8), 62(0.66), 64(0.95), 66(0.62), 68(0.86), 71(0.56), 72(0.68), 74(0.52)
T1659: 1(0.61), 3(0.5), 5(0.73), 7(0.99), 10(0.7), 12(0.98), 14(0.64), 15(0.81), 17(0.78), 20(0.98), 21(0.95), 23(0.71), 25(0.67), 28(0.7), 29(0.8), 31(0.75), 34(0.54), 36(0.85), 38(0.59), 40(0.89), 42(0.79), 44(0.53), 47(0.78), 48(0.78), 50(0.67), 52(0.79), 55(0.57), 56(0.96), 58(0.91), 60(0.9), 62(0.55), 64(0.81), 66(0.87), 68(0.85), 70(0.63), 72(0.89), 74(0.65)
T1660: 1(0.77), 3(0.83), 5(0.76), 7(0.58), 10(0.72), 12(0.97), 14(0.68), 15(0.89), 17(0.87), 19(0.9), 21(0.52), 23(0.94), 25(0.77), 28(0.54), 29(0.94), 31(0.53), 34(0.89), 36(0.91), 39(0.58), 40(0.55), 42(0.84), 44(0.99), 46(0.69), 48(0.55), 51(0.55), 52(0.95), 55(0.68), 56(0.84), 58(0.88), 60(0.75), 62(0.53), 64(0.55), 66(0.84), 68(0.77), 71(0.93), 72(0.54), 74(0.96)
T1661: 1(0.76), 3(0.55), 5(0.57), 7(0.84), 10(0.93), 12(0.76), 14(0.82), 16(0.73), 18(0.78), 20(0.85), 21(0.94), 23(0.99), 25(0.7), 28(0.51), 29(0.8), 31(0.6), 34(0.8), 36(0.76), 38(0.94), 40(0.97), 42(0.81), 44(0.61), 46(0.75), 48(0.77), 51(0.62), 52(0.5), 55(0.54), 56(0.81), 58(0.77), 60(0.79), 62(0.97), 64(0.76), 66(0.79), 68(0.54), 71(0.88), 72(0.82), 74(0.55)
T1662: 1(0.86), 3(0.88), 5(0.5), 7(0.97), 9(0.54), 12(0.59), 14(0.95), 16(0.87), 18(0.62), 20(0.57), 21(0.94), 23(0.85), 25(0.63), 28(0.63), 29(0.51), 31(0.51), 34(0.81), 36(0.65), 38(0.82), 40(0.65), 42(1.0), 44(0.7), 47(0.77), 48(0.89), 50(0.54), 52(0.75), 55(0.98), 56(0.53), 58(0.72), 60(0.6), 62(0.85), 64(0.58), 66(0.57), 68(0.9), 70(0.95), 72(0.69), 74(0.77)
T1663: 1(0.71), 3(0.9), 5(0.91), 7(0.79), 9(0.9), 12(0.56), 14(0.72), 16(0.75), 18(0.97), 20(0.59), 21(0.86), 23(0.71), 25(0.52), 28(0.58), 29(0.7), 31(0.51), 34(0.58), 36(0.68), 39(0.92), 40(0.58), 42(0.52), 44(0.65), 46(0.92), 48(0.51), 51(0.56), 52(0.56), 55(0.6), 56(0.59), 58(0.52), 60(0.59), 62(0.97), 64(0.85), 66(0.77), 68(0.59), 71(0.6), 72(0.64), 74(0.99)
T1664: 1(0.96), 3(0.78), 5(0.54), 7(0.67), 9(0.52), 11(0.71), 13(0.73), 15(0.61), 17(0.51), 19(0.67), 21(0.66), 24(0.69), 25(0.56), 27(0.56), 29(0.89), 32(0.54), 34(0.97), 36(0.58), 38(0.79), 40(0.75), 43(0.52), 44(0.53), 46(0.86), 48(0.6), 51(0.95), 52(0.99), 54(0.59), 56(0.55), 58(0.94), 60(0.73), 62(0.54), 65(0.64), 66(0.95), 68(0.96), 70(0.64), 73(0.95), 74(0.9)
T1665: 1(0.67), 3(0.53), 5(0.88), 7(0.87), 9(0.75), 11(0.68), 13(0.78), 15(0.62), 17(0.68), 19(0.69), 21(0.65), 24(0.94), 25(0.56), 27(0.64), 29(0.56), 32(0.78), 34(0.53), 36(0.9), 38(0.71), 40(0.85), 43(0.94), 44(0.79), 46(0.93), 48(0.92), 50(0.98), 52(0.86), 54(0.77), 56(0.85), 58(0.54), 60(0.67), 62(0.84), 65(0.73), 66(0.5), 68(0.53), 70(0.56), 73(0.6), 74(0.82)
T1666: 1(0.99), 3(0.6), 6(0.66), 7(0.7), 9(0.63), 11(0.87), 13(0.51), 15(0.79), 17(0.72), 19(0.65), 21(0.95), 24(0.84), 25(0.89), 27(0.77), 29(0.51), 32(0.89), 35(0.9), 36(0.79), 38(0.91), 40(0.8), 43(0.64), 44(0.55), 46(0.77), 48(0.7), 50(0.69), 52(0.6), 54(0.58), 56(0.61), 58(0.91), 60(0.8), 62(0.97), 65(0.93), 66(0.9), 68(0.9), 70(0.51), 73(0.65), 74(0.68)
T1667: 1(0.59), 3(0.54), 5(0.57), 7(0.74), 9(0.9), 11(0.5), 13(0.9), 15(0.72), 17(0.77), 20(0.66), 21(0.9), 24(0.8), 25(0.52), 27(0.72), 29(0.54), 32(0.62), 34(0.68), 36(0.53), 38(0.56), 40(0.72), 43(0.76), 44(0.88), 47(0.62), 48(0.87), 51(0.54), 52(0.72), 54(0.96), 56(0.94), 58(0.97), 60(0.65), 62(0.77), 65(0.56), 66(0.94), 68(0.74), 70(0.77), 72(0.6), 74(0.52)
T1668: 1(0.6), 3(0.99), 5(0.82), 7(0.67), 9(0.79), 12(0.74), 13(0.68), 15(0.61), 17(0.79), 20(0.67), 21(0.7), 24(0.83), 25(0.73), 27(0.91), 29(0.96), 31(0.79), 34(0.92), 36(0.65), 38(0.9), 40(0.88), 43(0.94), 44(0.85), 47(0.86), 48(0.85), 51(0.9), 52(0.8), 54(0.9), 56(0.75), 58(0.75), 60(0.58), 62(0.61), 65(0.82), 66(0.62), 68(0.52), 70(0.5), 72(0.87), 74(0.55)
T1669: 1(0.62), 3(0.61), 5(0.98), 7(0.92), 9(0.56), 12(0.62), 13(0.62), 16(0.92), 17(0.59), 19(0.58), 21(0.91), 24(0.82), 25(0.67), 27(0.76), 29(0.68), 32(0.99), 34(0.99), 36(0.68), 38(0.67), 40(0.78), 43(0.89), 44(0.91), 46(0.61), 48(0.94), 50(0.95), 52(0.88), 54(0.52), 56(0.77), 58(0.51), 60(0.97), 62(0.86), 65(0.79), 66(0.72), 68(0.61), 70(0.83), 72(0.72), 74(0.98)
T1670: 1(0.8), 3(0.81), 5(0.84), 7(0.92), 9(0.63), 11(0.96), 13(0.82), 15(0.99), 17(0.5), 20(0.74), 21(0.6), 24(0.72), 25(0.91), 27(0.58), 29(0.99), 32(0.58), 34(0.78), 36(0.62), 38(0.71), 40(0.63), 43(0.82), 44(0.75), 47(0.86), 48(0.58), 50(0.96), 52(0.95), 54(0.67), 56(0.71), 58(0.52), 60(0.64), 62(0.62), 65(0.69), 66(0.68), 68(0.56), 70(0.94), 72(0.83), 74(0.62)
T1671: 1(0.51), 3(0.51), 5(0.84), 7(0.75), 9(0.58), 12(0.56), 13(0.97), 15(0.89), 17(0.82), 20(0.99), 21(0.99), 24(0.61), 25(0.73), 27(0.52), 29(0.78), 31(0.71), 34(0.65), 36(0.65), 38(0.67), 40(0.52), 43(0.62), 44(0.93), 47(0.95), 48(0.8), 50(0.87), 52(0.54), 54(0.61), 56(0.8), 58(0.81), 60(0.85), 62(0.59), 65(0.69), 66(0.98), 68(0.81), 70(0.67), 72(0.94), 74(0.92)
T1672: 1(0.55), 4(0.98), 5(0.75), 7(0.96), 9(0.72), 11(0.57), 13(0.55), 15(0.66), 17(0.98), 19(0.83), 21(1.0), 24(0.62), 25(0.86), 27(0.8), 29(0.86), 33(0.56), 34(0.81), 36(0.82), 38(0.64), 40(0.62), 42(0.64), 44(0.67), 46(0.98), 48(0.88), 51(0.56), 52(0.6), 54(0.92), 56(0.93), 58(0.54), 60(0.97), 63(0.81), 64(0.7), 66(0.59), 68(0.75), 70(0.51), 73(0.66), 74(0.94)
T1673: 1(0.98), 4(0.51), 5(0.57), 7(0.57), 9(0.82), 12(0.64), 13(0.65), 15(0.81), 17(0.54), 20(0.87), 21(0.78), 24(0.53), 25(0.63), 27(0.56), 29(0.61), 33(0.78), 34(0.77), 36(0.57), 38(0.53), 40(0.78), 42(0.95), 44(0.77), 47(0.54), 48(0.57), 51(0.77), 52(0.94), 54(0.78), 56(0.64), 58(0.95), 60(0.75), 62(0.69), 64(0.7), 66(0.62), 68(0.53), 70(0.68), 73(0.54), 74(1.0)
T1674: 1(0.58), 4(0.82), 5(0.65), 7(0.55), 9(0.77), 11(0.82), 13(0.94), 15(0.74), 17(0.69), 19(0.67), 21(0.99), 24(0.88), 25(0.89), 27(0.82), 29(0.77), 33(0.94), 34(0.59), 36(0.56), 38(0.66), 40(0.74), 42(0.99), 44(0.76), 46(0.79), 48(0.63), 51(0.51), 52(0.93), 54(0.96), 56(0.82), 58(0.72), 60(0.7), 63(0.83), 64(0.92), 66(0.9), 68(0.88), 70(0.73), 72(0.71), 74(0.85)
T1675: 1(0.67), 4(0.81), 5(0.7), 7(0.68), 9(0.82), 11(0.69), 13(0.7), 15(0.77), 17(0.96), 19(0.97), 21(0.85), 24(0.87), 25(0.57), 27(0.92), 29(0.97), 32(0.98), 34(0.87), 36(0.56), 38(0.94), 40(0.7), 42(0.66), 44(0.77), 46(0.51), 48(0.89), 51(0.74), 52(0.76), 54(0.79), 56(0.55), 58(0.53), 60(0.64), 62(0.51), 65(0.85), 66(0.74), 68(0.7), 70(0.59), 73(0.72), 74(0.62)
T1676: 1(0.92), 4(0.54), 5(0.69), 7(0.84), 9(0.62), 11(0.76), 13(0.98), 15(0.7), 17(0.8), 19(0.78), 21(0.75), 24(0.61), 25(0.92), 27(0.51), 29(0.68), 31(0.79), 34(0.64), 36(0.72), 38(0.8), 40(0.91), 42(0.71), 44(0.83), 46(0.7), 48(0.72), 51(0.8), 53(0.88), 54(0.98), 56(0.99), 58(0.96), 60(0.96), 62(0.7), 65(0.99), 66(0.78), 68(0.76), 70(0.6), 73(0.72), 74(0.57)
T1677: 1(0.56), 4(0.65), 5(0.61), 7(0.87), 9(0.76), 11(0.54), 13(0.84), 15(0.79), 17(0.94), 19(0.54), 21(0.87), 24(0.52), 25(0.54), 27(0.95), 29(0.55), 31(0.5), 34(0.84), 36(0.76), 38(0.67), 40(0.72), 43(0.81), 44(0.56), 46(0.66), 48(0.91), 51(0.89), 52(0.93), 54(0.76), 56(0.93), 58(0.84), 60(0.83), 62(0.99), 65(0.73), 66(0.51), 68(0.99), 70(0.97), 73(0.55), 74(0.85)
T1678: 1(0.7), 4(0.66), 5(0.82), 7(0.97), 9(0.85), 11(0.67), 13(0.83), 15(0.78), 17(0.6), 19(0.54), 21(0.86), 24(0.85), 25(0.97), 27(0.96), 29(0.87), 31(0.5), 34(0.77), 36(0.69), 38(0.6), 40(0.7), 43(0.64), 44(0.77), 46(0.77), 48(0.61), 51(0.59), 52(0.54), 54(0.56), 57(0.97), 58(0.67), 60(0.69), 62(0.61), 65(0.57), 66(0.94), 68(0.81), 70(0.66), 73(0.71), 74(0.68)
T1679: 1(0.83), 4(0.78), 5(0.74), 7(0.86), 9(0.82), 11(0.55), 13(0.91), 15(0.65), 17(0.75), 19(0.69), 21(0.67), 24(0.52), 25(0.63), 27(0.64), 29(0.76), 32(0.89), 34(0.67), 36(0.75), 38(0.57), 40(0.71), 42(0.84), 44(0.81), 46(0.77), 48(0.78), 51(0.67), 52(0.71), 54(0.93), 56(0.86), 58(0.73), 60(0.94), 63(1.0), 64(0.67), 66(0.71), 68(0.62), 70(0.59), 73(0.94), 74(0.93)
T1680: 1(0.61), 4(1.0), 5(0.6), 7(0.66), 9(0.71), 11(0.96), 13(0.96), 15(0.86), 17(0.82), 19(0.91), 21(0.81), 24(0.82), 25(0.69), 27(0.83), 29(0.86), 31(0.56), 34(0.76), 36(0.67), 38(0.68), 40(0.75), 43(0.56), 44(0.87), 46(0.99), 48(0.77), 51(0.83), 52(0.96), 54(0.74), 56(0.88), 58(0.67), 60(0.94), 63(0.97), 64(0.73), 66(0.68), 68(0.54), 70(0.54), 73(0.75), 74(0.81)
T1681: 1(0.52), 4(0.66), 5(0.77), 7(0.65), 9(0.54), 11(0.81), 13(0.72), 15(0.91), 17(0.74), 19(0.98), 21(0.85), 24(0.68), 25(0.95), 27(0.61), 29(0.72), 31(0.79), 34(0.9), 36(0.97), 38(0.96), 40(0.79), 42(0.57), 44(0.92), 46(0.62), 48(0.88), 51(0.91), 52(0.97), 54(0.77), 56(0.54), 58(0.6), 60(0.76), 63(0.61), 65(0.58), 66(0.67), 68(0.8), 70(0.65), 73(0.71), 74(0.82)
T1682: 1(0.54), 4(0.75), 5(0.81), 7(0.55), 9(0.85), 11(0.76), 13(0.85), 15(0.65), 17(0.85), 19(0.51), 21(0.83), 24(0.84), 25(0.88), 27(0.98), 29(0.83), 32(0.97), 34(0.81), 36(0.68), 38(0.58), 40(0.96), 42(0.51), 44(0.72), 46(0.66), 48(0.65), 51(0.86), 52(0.58), 54(0.84), 56(0.68), 58(0.59), 60(0.7), 63(0.96), 65(0.93), 66(0.85), 68(0.85), 70(0.72), 73(0.78), 74(0.74)
T1683: 1(0.76), 4(0.77), 5(0.89), 7(0.54), 9(0.99), 11(0.52), 13(0.67), 15(0.69), 17(0.69), 19(0.53), 21(0.8), 24(0.7), 25(0.57), 27(0.78), 29(0.78), 31(0.86), 34(0.51), 36(0.97), 38(0.98), 40(0.62), 43(0.64), 44(0.73), 46(0.74), 48(0.79), 51(0.64), 52(0.84), 54(0.61), 56(0.98), 58(0.97), 60(0.73), 63(0.63), 65(0.65), 66(0.87), 68(0.9), 70(0.88), 73(0.58), 74(0.86)
T1684: 1(0.78), 4(0.53), 5(0.84), 7(0.85), 9(0.58), 11(0.73), 13(0.72), 15(0.53), 17(0.7), 19(0.75), 21(0.91), 24(0.97), 25(0.74), 27(0.73), 29(0.98), 32(0.87), 34(1.0), 36(0.96), 38(0.81), 40(0.93), 42(0.85), 44(0.62), 46(0.83), 48(0.53), 50(0.8), 52(0.62), 54(0.83), 56(0.99), 58(0.64), 60(0.5), 62(0.73), 65(0.74), 66(0.9), 68(0.82), 70(0.91), 73(0.89), 74(0.97)
T1685: 1(0.6), 4(0.75), 5(0.59), 7(0.8), 9(0.68), 11(0.59), 13(0.75), 15(0.5), 17(0.56), 19(0.65), 21(0.57), 24(0.87), 25(0.6), 27(0.99), 29(0.7), 31(0.82), 34(0.53), 36(0.84), 38(0.6), 40(0.85), 43(0.75), 44(0.71), 46(0.73), 48(0.86), 50(0.51), 52(0.75), 54(0.77), 56(0.52), 58(0.95), 60(0.97), 62(0.85), 65(0.87), 66(0.61), 68(0.82), 70(0.78), 73(0.54), 74(1.0)
T1686: 1(0.54), 4(0.73), 5(0.72), 7(0.93), 9(0.89), 11(0.96), 13(0.53), 15(0.83), 17(0.98), 19(0.7), 21(0.84), 24(0.96), 25(0.53), 27(0.62), 29(0.58), 31(0.87), 34(0.63), 36(0.52), 38(0.53), 40(0.93), 43(0.72), 44(0.97), 46(0.67), 48(0.72), 50(1.0), 52(0.97), 54(0.54), 57(0.8), 58(0.72), 60(0.95), 62(0.73), 65(0.69), 66(0.74), 68(0.63), 70(0.99), 73(0.52), 74(0.85)
T1687: 1(0.57), 4(0.77), 5(0.66), 7(0.74), 9(0.94), 11(0.76), 13(0.55), 15(0.64), 17(0.85), 19(0.89), 21(0.6), 24(0.62), 25(0.68), 27(0.58), 29(0.97), 31(0.96), 34(0.64), 36(0.95), 38(0.76), 40(0.98), 43(0.84), 44(0.93), 46(0.95), 48(0.71), 50(0.73), 53(0.97), 54(0.79), 57(0.98), 58(0.74), 60(0.92), 62(0.76), 65(0.55), 66(0.7), 68(0.71), 70(0.53), 73(0.69), 74(0.94)
T1688: 1(0.79), 4(0.55), 5(0.93), 7(0.79), 9(0.86), 11(0.95), 13(0.79), 15(0.78), 17(0.8), 19(0.67), 21(0.63), 24(0.87), 25(0.85), 27(0.71), 29(0.59), 32(0.75), 34(0.86), 36(0.8), 38(0.88), 40(0.58), 42(0.74), 44(0.56), 46(0.73), 48(0.72), 51(0.6), 52(0.96), 54(0.55), 56(0.56), 58(0.71), 60(0.93), 63(0.96), 64(0.58), 66(0.84), 68(0.98), 70(0.54), 72(0.92), 74(0.94)
T1689: 1(0.99), 4(0.9), 5(0.97), 7(0.86), 9(0.6), 11(0.83), 13(0.74), 15(0.71), 17(0.88), 19(0.98), 21(0.56), 24(0.88), 25(0.74), 27(0.57), 29(0.51), 31(0.66), 34(0.75), 36(0.8), 38(0.61), 40(0.73), 42(0.67), 44(0.61), 46(0.93), 48(0.83), 51(0.75), 52(0.75), 54(0.61), 56(0.83), 58(0.96), 60(0.52), 63(0.87), 65(0.74), 66(0.71), 68(1.0), 70(0.56), 72(0.53), 74(0.73)
T1690: 1(0.99), 4(0.63), 5(0.75), 7(0.7), 9(0.8), 11(0.82), 13(0.72), 15(0.72), 17(0.97), 19(0.91), 21(0.8), 24(0.95), 25(0.56), 27(0.9), 29(0.81), 32(1.0), 34(0.65), 36(0.6), 38(0.51), 40(0.67), 42(0.89), 44(0.79), 46(0.79), 48(0.64), 51(0.52), 52(0.88), 54(0.92), 56(0.98), 58(0.73), 60(0.64), 63(0.93), 65(0.86), 66(0.75), 68(0.58), 70(0.78), 72(0.64), 74(0.71)
T1691: 1(0.93), 3(0.82), 5(0.75), 7(0.84), 9(0.98), 11(0.67), 13(0.67), 15(0.79), 17(0.73), 19(0.58), 21(0.73), 24(0.67), 25(0.79), 27(0.75), 29(0.74), 32(0.91), 34(0.61), 36(0.92), 39(0.78), 40(0.51), 42(0.77), 44(0.73), 46(0.6), 48(0.75), 51(0.88), 52(0.98), 54(0.77), 56(0.51), 58(0.89), 60(0.5), 62(0.86), 65(0.57), 66(0.93), 68(0.61), 71(0.51), 73(0.86), 74(0.81)
T1692: 1(0.8), 3(0.97), 5(0.65), 7(0.76), 9(0.91), 11(0.93), 13(0.9), 15(0.78), 17(0.55), 19(0.54), 21(0.87), 24(0.68), 25(0.93), 27(0.95), 29(0.71), 32(0.59), 34(0.65), 36(0.55), 39(0.75), 40(0.92), 43(0.95), 44(0.89), 46(0.64), 48(0.78), 51(0.95), 52(0.93), 54(0.82), 56(0.98), 58(0.78), 60(0.65), 62(0.56), 65(0.6), 66(0.95), 68(0.7), 71(0.79), 73(0.61), 74(0.5)
T1693: 1(0.76), 3(0.56), 6(0.65), 7(0.89), 9(0.98), 11(0.67), 13(0.69), 15(0.86), 17(0.83), 19(0.62), 21(0.87), 24(0.7), 25(0.8), 27(0.63), 29(0.89), 32(0.61), 35(0.71), 36(0.78), 39(0.63), 40(0.54), 43(0.7), 44(0.85), 46(0.87), 48(0.76), 51(0.62), 52(0.92), 54(0.96), 56(0.99), 58(0.91), 60(0.55), 62(0.99), 65(0.55), 66(0.87), 68(0.67), 70(0.62), 73(0.81), 74(0.72)
T1694: 1(0.61), 3(0.58), 5(0.66), 7(0.65), 9(0.65), 11(0.53), 13(0.83), 15(0.75), 17(0.79), 19(0.6), 21(0.57), 24(0.69), 25(0.74), 27(0.99), 29(0.81), 32(0.81), 34(0.65), 36(0.74), 39(0.78), 41(0.71), 42(0.59), 44(0.86), 46(0.83), 48(0.89), 51(0.86), 52(0.85), 54(0.63), 56(0.96), 58(0.61), 60(0.53), 63(0.75), 65(0.76), 66(0.5), 68(0.77), 71(0.79), 73(0.77), 74(0.88)
T1695: 1(0.88), 3(0.94), 5(0.85), 7(0.55), 9(0.76), 11(0.65), 13(0.91), 15(0.59), 17(0.53), 19(0.65), 21(0.77), 24(0.92), 25(0.87), 27(0.59), 29(0.63), 32(0.72), 34(0.73), 36(0.53), 39(0.8), 41(0.69), 43(0.79), 44(0.71), 46(0.91), 48(0.7), 51(0.95), 52(0.84), 54(0.57), 56(0.94), 58(0.53), 60(0.5), 63(0.86), 65(0.51), 66(0.76), 68(0.56), 71(0.78), 73(0.67), 74(0.93)
T1696: 1(0.94), 3(0.76), 6(0.83), 7(0.77), 9(0.82), 11(0.7), 13(0.98), 15(0.63), 17(0.8), 19(0.85), 21(0.91), 24(0.62), 25(0.54), 27(0.94), 29(0.64), 32(0.96), 34(0.71), 36(0.59), 39(0.93), 41(0.92), 43(0.96), 44(0.91), 46(0.66), 48(0.94), 51(0.72), 52(0.73), 54(0.83), 56(0.78), 58(0.63), 60(0.81), 63(0.54), 65(0.55), 66(0.52), 68(0.8), 71(0.69), 73(0.85), 74(0.97)
T1697: 1(0.73), 3(0.63), 5(0.52), 7(0.79), 9(0.89), 12(0.82), 13(0.58), 16(0.51), 17(0.63), 19(0.71), 21(0.71), 24(0.78), 25(0.73), 27(0.86), 29(0.79), 32(0.81), 34(0.76), 36(0.58), 39(0.59), 40(0.59), 42(0.77), 44(0.9), 46(0.76), 48(0.88), 51(0.7), 52(0.94), 54(0.54), 56(0.7), 58(0.74), 60(0.55), 62(0.98), 64(0.82), 66(0.97), 68(0.8), 71(0.86), 73(0.85), 74(0.87)
T1698: 1(0.85), 3(0.55), 6(0.77), 7(0.77), 9(0.57), 11(0.77), 13(0.62), 15(0.53), 17(0.61), 19(0.72), 21(0.73), 24(0.86), 25(0.92), 27(0.74), 29(0.56), 31(1.0), 34(0.82), 36(0.68), 39(0.9), 40(0.88), 42(0.98), 44(0.64), 46(0.95), 48(0.51), 50(0.53), 52(0.9), 54(1.0), 56(0.59), 58(0.68), 60(0.6), 62(0.82), 65(0.65), 66(0.52), 69(0.97), 70(0.94), 73(0.92), 74(0.66)
T1699: 1(0.59), 3(0.5), 6(0.75), 7(0.96), 9(0.76), 11(0.5), 13(0.91), 15(0.93), 17(0.78), 19(0.7), 21(0.77), 24(0.63), 25(0.85), 27(0.77), 29(0.54), 31(0.65), 34(0.78), 36(0.99), 39(0.53), 40(0.64), 42(0.66), 44(0.98), 46(0.61), 48(0.58), 50(0.77), 52(0.95), 54(0.54), 56(0.88), 58(0.97), 60(0.63), 62(0.67), 65(0.66), 66(0.84), 69(0.87), 71(0.52), 73(0.58), 74(0.62)
T1700: 1(0.92), 3(0.83), 5(0.84), 7(0.64), 9(0.59), 11(0.59), 13(0.81), 15(0.69), 17(0.83), 19(0.56), 21(0.93), 24(0.6), 25(0.91), 27(0.51), 29(0.57), 32(0.84), 34(0.64), 36(0.75), 39(0.87), 40(0.52), 43(0.88), 44(0.72), 46(0.64), 48(0.71), 50(0.78), 52(0.91), 54(0.81), 56(0.95), 58(0.55), 60(0.77), 62(0.94), 65(0.98), 66(0.85), 68(0.73), 71(0.79), 73(0.97), 74(0.79)
T1701: 1(0.56), 3(0.96), 6(0.57), 7(0.63), 9(0.91), 11(0.63), 13(0.64), 15(1.0), 17(0.96), 19(0.68), 21(0.96), 24(0.91), 25(0.88), 27(0.54), 29(0.81), 32(0.67), 34(0.74), 36(0.87), 39(0.8), 40(0.68), 43(0.96), 44(0.73), 46(0.84), 48(0.64), 50(0.73), 52(0.79), 54(0.99), 56(0.53), 58(0.94), 60(0.54), 62(0.86), 65(0.52), 66(0.95), 68(0.56), 70(0.87), 73(0.93), 74(0.78)
