T1: 1(0.73), 3(0.95), 5(0.75), 7(0.81), 9(0.82), 11(0.83), 13(0.93), 15(0.96), 17(0.88), 19(0.74), 21(0.80), 23(0.76), 25(0.82), 27(0.80), 29(0.80), 31(0.70), 34(0.81), 36(0.76), 38(0.75), 40(0.95), 42(0.98), 44(0.85), 46(0.85), 48(0.85), 50(0.80), 52(0.81), 54(0.78), 56(0.90), 58(0.72), 60(0.96), 62(0.93), 64(0.91), 66(0.83), 68(0.77), 70(0.75), 72(0.82), 74(0.88)
T369: 1(0.91), 3(0.88), 5(0.92), 7(0.93), 9(0.82), 12(0.92), 13(0.74), 15(0.84), 17(1.00), 20(0.72), 21(0.83), 24(0.92), 25(0.79), 28(0.91), 29(0.78), 31(0.75), 34(0.91), 36(0.85), 38(0.93), 40(0.75), 42(0.87), 44(0.92), 47(0.85), 48(0.90), 51(1.00), 52(0.81), 54(0.70), 56(0.97), 58(0.86), 60(0.75), 62(0.92), 64(0.88), 66(0.73), 68(0.99), 70(0.90), 72(0.88), 74(0.75)
T370: 1(0.95), 3(0.94), 5(0.81), 7(0.80), 9(0.95), 11(0.97), 13(0.93), 16(0.70), 17(0.71), 20(0.77), 21(0.70), 24(0.71), 25(0.92), 28(0.81), 29(0.88), 31(0.88), 34(0.81), 36(0.87), 38(0.99), 40(0.92), 42(0.70), 44(0.81), 47(0.83), 48(0.99), 51(0.83), 52(0.71), 54(0.92), 56(0.97), 58(0.92), 60(0.94), 62(0.90), 64(0.82), 66(0.86), 68(0.77), 70(0.73), 72(0.96), 74(0.79)
T371: 1(0.74), 4(0.86), 5(0.74), 7(0.83), 9(0.82), 11(0.98), 13(0.71), 15(0.87), 17(0.90), 19(0.96), 21(0.90), 24(0.89), 25(0.73), 28(0.80), 29(0.96), 31(0.71), 34(0.85), 36(0.94), 38(0.75), 40(0.76), 42(0.86), 44(0.87), 46(0.80), 48(0.83), 50(0.73), 52(0.80), 54(0.88), 56(0.98), 58(1.00), 60(0.81), 62(0.97), 64(0.80), 66(0.85), 68(0.95), 70(0.77), 72(0.70), 74(0.72)
T372: 1(0.85), 4(0.94), 5(0.81), 7(0.80), 9(0.94), 11(0.73), 13(0.71), 15(0.78), 17(0.86), 19(0.76), 21(0.91), 24(0.82), 25(0.73), 28(0.96), 29(0.90), 31(0.92), 34(0.73), 36(0.79), 38(0.91), 40(0.79), 42(0.97), 44(0.78), 46(0.87), 48(0.96), 51(0.77), 52(0.72), 54(0.96), 56(0.84), 58(0.73), 60(0.81), 62(0.71), 64(0.98), 66(1.00), 68(0.88), 70(0.72), 72(0.86), 74(0.80)
T373: 1(0.83), 4(0.88), 5(0.86), 7(0.87), 9(0.74), 11(0.87), 13(0.70), 15(0.84), 17(0.78), 19(0.97), 21(0.95), 24(0.77), 25(0.78), 28(0.88), 29(0.87), 31(0.78), 34(0.90), 36(0.74), 38(0.74), 40(0.91), 42(0.90), 44(0.93), 46(0.85), 48(0.92), 51(0.76), 52(0.97), 54(0.91), 56(0.89), 58(0.89), 60(0.85), 63(0.98), 64(0.77), 66(0.92), 68(0.86), 70(0.74), 72(0.89), 74(0.84)
T374: 1(0.82), 4(0.77), 5(0.86), 7(0.75), 9(1.00), 12(0.72), 13(0.82), 16(0.83), 17(0.74), 19(0.86), 21(0.76), 24(0.72), 25(0.73), 28(0.75), 29(0.87), 31(0.84), 34(0.70), 36(0.70), 38(0.93), 40(1.00), 42(0.89), 44(0.85), 46(0.73), 48(0.89), 51(0.72), 52(0.92), 54(0.83), 56(0.91), 58(0.77), 60(0.92), 62(0.98), 64(0.97), 66(0.85), 68(0.75), 70(0.76), 72(0.78), 74(0.93)
T375: 1(0.89), 4(0.96), 5(0.72), 7(0.71), 9(0.88), 11(0.82), 13(0.79), 15(0.72), 17(0.74), 19(0.86), 21(0.83), 24(0.71), 25(0.95), 28(0.94), 29(0.78), 31(0.84), 34(0.94), 36(0.99), 38(0.73), 40(0.90), 42(0.74), 44(0.83), 46(0.79), 48(0.85), 50(0.81), 52(0.98), 54(0.87), 56(0.71), 58(0.86), 60(0.91), 62(0.93), 64(0.81), 66(0.89), 68(0.86), 70(0.74), 73(0.98), 74(0.84)
T376: 1(0.81), 4(0.75), 5(0.95), 7(0.77), 9(0.86), 11(0.79), 13(0.77), 15(0.93), 17(0.99), 19(0.84), 21(0.93), 24(0.89), 25(0.94), 28(0.76), 29(0.95), 31(0.70), 34(0.71), 36(0.85), 38(0.95), 40(0.89), 42(0.98), 44(0.94), 46(0.97), 48(0.80), 51(0.92), 52(0.81), 54(0.82), 56(0.79), 58(0.75), 60(0.77), 62(0.83), 64(0.96), 66(0.96), 68(0.85), 70(0.74), 73(0.95), 74(0.79)
T377: 1(0.85), 4(0.70), 5(0.80), 7(0.82), 9(0.98), 11(0.74), 13(0.93), 15(0.77), 17(0.91), 19(0.77), 21(0.93), 24(0.75), 25(0.79), 28(0.81), 29(0.72), 33(0.88), 34(0.77), 36(0.91), 38(0.98), 40(0.73), 42(0.74), 44(0.73), 46(0.85), 48(0.82), 50(0.91), 52(0.97), 54(0.88), 56(0.80), 58(0.81), 60(0.83), 62(0.73), 64(0.77), 66(0.85), 68(0.91), 70(1.00), 72(0.99), 74(0.74)
T378: 1(0.96), 4(0.87), 5(0.82), 7(0.80), 9(0.80), 11(0.83), 13(0.75), 16(0.73), 17(0.90), 19(0.99), 21(0.75), 24(0.74), 25(0.97), 28(0.77), 29(0.79), 33(0.70), 34(0.98), 36(0.82), 38(0.85), 40(0.98), 42(0.73), 44(0.97), 46(0.98), 48(0.81), 50(1.00), 52(0.94), 54(0.89), 56(0.70), 58(0.71), 60(0.82), 62(0.98), 64(0.75), 66(0.85), 68(0.89), 70(0.86), 72(0.76), 74(0.76)
T379: 1(0.76), 4(0.77), 5(0.76), 7(1.00), 9(0.72), 11(0.83), 13(0.99), 15(0.82), 17(0.71), 19(0.90), 21(0.83), 24(0.80), 25(0.88), 28(0.98), 29(0.75), 33(0.78), 34(0.93), 36(0.76), 38(0.82), 40(0.75), 42(0.82), 44(0.91), 46(0.98), 48(0.93), 50(0.70), 52(0.76), 54(0.83), 56(0.95), 58(0.71), 60(0.70), 62(0.86), 64(0.95), 66(0.99), 68(0.70), 70(0.86), 73(0.92), 74(0.71)
T380: 1(0.80), 3(0.77), 5(0.77), 7(0.96), 9(0.88), 12(0.73), 13(0.89), 16(0.79), 18(0.89), 20(0.77), 21(0.84), 23(0.98), 25(0.98), 28(0.86), 29(0.72), 31(0.76), 34(0.87), 36(0.74), 38(0.82), 40(0.97), 42(0.92), 44(0.91), 46(0.98), 48(0.92), 50(0.79), 52(0.93), 54(0.86), 56(0.78), 58(0.90), 60(0.94), 62(0.75), 64(0.89), 66(0.90), 68(0.85), 70(0.85), 72(0.97), 74(1.00)
T381: 1(0.72), 3(0.85), 5(0.93), 7(0.74), 9(0.92), 12(0.73), 13(0.94), 16(0.75), 18(0.73), 20(0.78), 21(0.74), 23(0.92), 25(0.92), 28(0.86), 29(0.96), 31(0.72), 34(0.76), 36(0.88), 38(0.72), 40(0.88), 42(0.95), 44(0.85), 47(0.82), 48(0.98), 50(0.91), 52(0.79), 54(0.87), 56(0.73), 58(0.93), 60(0.92), 62(0.76), 64(0.71), 66(0.76), 68(0.80), 70(0.75), 72(0.73), 74(0.83)
T382: 1(0.92), 3(0.91), 5(0.85), 7(0.80), 9(0.73), 12(0.83), 13(0.83), 16(0.83), 18(0.98), 20(0.95), 21(0.78), 23(0.79), 25(0.71), 28(0.90), 29(0.78), 31(0.84), 34(0.95), 36(0.97), 38(0.89), 40(0.85), 42(0.74), 44(0.78), 46(0.78), 48(0.99), 51(0.77), 52(0.73), 54(0.74), 56(0.90), 58(0.72), 60(0.83), 62(0.74), 64(0.96), 66(0.71), 68(0.85), 70(0.90), 72(0.91), 74(0.90)
T383: 1(0.88), 3(0.98), 5(0.83), 7(0.83), 9(0.79), 11(0.72), 13(0.70), 16(0.89), 18(0.88), 20(0.98), 21(0.77), 24(0.92), 25(0.73), 28(0.83), 29(0.93), 31(0.76), 34(0.79), 36(0.81), 38(0.97), 40(0.98), 42(0.70), 44(0.82), 46(0.96), 48(0.74), 50(0.89), 52(0.97), 54(0.78), 56(0.78), 58(0.76), 60(0.83), 62(0.74), 64(0.91), 66(0.99), 68(0.71), 70(0.74), 72(0.85), 74(0.78)
T384: 1(0.73), 3(0.73), 5(0.77), 7(0.95), 9(0.86), 12(0.80), 13(0.94), 16(0.71), 18(0.89), 20(0.85), 21(0.73), 24(0.86), 25(0.93), 28(0.76), 29(0.78), 31(0.79), 34(0.95), 36(0.86), 38(0.94), 40(0.81), 42(0.76), 44(0.91), 46(0.90), 48(0.77), 50(0.83), 52(0.72), 54(0.78), 56(0.99), 58(0.98), 60(0.85), 62(0.89), 64(0.79), 66(0.94), 68(0.79), 70(0.83), 72(0.87), 74(0.93)
T385: 1(0.99), 3(0.96), 5(0.91), 7(0.82), 9(0.80), 11(0.88), 13(0.71), 16(0.73), 18(0.91), 20(0.86), 21(0.88), 24(0.79), 25(0.71), 28(0.91), 29(0.88), 31(0.93), 34(0.80), 36(0.78), 38(0.83), 40(0.94), 42(0.92), 44(0.97), 47(0.75), 48(0.83), 50(0.81), 52(0.85), 54(0.98), 56(0.99), 58(0.92), 60(0.78), 62(0.83), 64(0.91), 66(0.93), 68(0.92), 70(0.79), 72(0.78), 74(0.75)
T386: 1(0.94), 3(0.94), 5(0.82), 7(0.71), 9(0.77), 12(0.75), 13(0.83), 16(0.98), 18(0.85), 20(0.86), 21(0.93), 24(0.77), 25(0.71), 28(0.94), 29(0.82), 31(0.71), 34(0.94), 36(0.76), 38(0.75), 40(0.80), 42(0.91), 44(0.73), 46(0.72), 48(0.94), 51(0.73), 52(0.81), 54(0.92), 56(0.90), 58(0.88), 60(0.70), 62(0.96), 64(0.96), 66(0.85), 68(0.74), 70(0.86), 72(0.82), 74(0.98)
T387: 1(0.89), 3(0.98), 5(0.71), 7(0.71), 9(0.99), 11(0.73), 13(0.74), 16(0.73), 18(0.76), 20(0.98), 21(0.80), 24(0.88), 25(0.72), 28(0.77), 29(0.84), 31(0.85), 34(0.74), 36(0.89), 38(0.96), 40(0.92), 42(0.74), 44(0.92), 47(0.94), 48(0.75), 51(0.95), 52(0.88), 54(0.79), 56(0.71), 58(0.99), 60(0.71), 62(0.89), 64(0.77), 66(0.72), 68(0.99), 70(0.79), 72(0.84), 74(0.92)
T388: 1(0.85), 3(0.90), 5(0.80), 7(0.78), 9(0.94), 11(0.91), 13(0.71), 15(0.94), 17(0.73), 19(0.92), 21(0.71), 24(0.94), 25(0.94), 28(0.93), 29(0.95), 31(0.95), 34(0.83), 37(0.93), 38(0.88), 40(0.92), 42(0.76), 44(0.93), 46(0.74), 49(0.87), 50(0.71), 52(0.88), 54(0.96), 56(0.98), 58(0.73), 60(0.77), 62(0.95), 64(0.86), 66(0.72), 68(0.90), 70(0.73), 72(0.97), 74(0.85)
T389: 1(0.76), 3(0.74), 5(0.73), 7(0.86), 9(0.79), 11(0.89), 14(0.86), 15(0.76), 17(0.75), 19(0.88), 21(0.96), 23(0.73), 25(0.79), 28(0.79), 29(0.72), 31(0.97), 34(0.81), 36(0.75), 38(0.82), 40(0.82), 42(0.91), 44(0.82), 46(0.96), 48(0.73), 50(0.86), 52(0.98), 54(0.90), 56(0.76), 58(0.92), 60(0.80), 62(0.89), 64(0.76), 66(0.90), 68(0.85), 70(0.87), 72(0.74), 74(0.76)
T390: 1(0.84), 3(0.76), 5(0.74), 7(0.79), 9(0.87), 11(1.00), 14(0.83), 15(0.93), 17(0.71), 19(0.77), 21(0.76), 23(0.97), 25(0.88), 28(0.84), 29(0.78), 31(0.90), 34(0.94), 36(0.74), 38(0.82), 40(0.99), 42(0.74), 44(0.89), 46(0.85), 48(0.82), 50(0.96), 52(0.82), 54(0.85), 56(0.89), 58(0.96), 60(0.97), 62(0.95), 64(0.83), 66(0.79), 68(0.95), 71(0.97), 72(0.97), 74(0.94)
T391: 1(0.90), 3(0.93), 5(0.82), 7(0.86), 10(0.86), 11(0.95), 14(0.95), 15(0.90), 17(0.87), 19(0.95), 21(0.91), 23(0.84), 25(0.93), 28(0.81), 29(0.80), 31(0.93), 34(0.82), 36(0.73), 38(0.96), 40(0.97), 42(0.90), 44(0.87), 46(0.81), 48(0.70), 50(0.84), 52(0.92), 54(0.70), 56(0.92), 58(0.90), 60(0.85), 62(0.85), 64(0.80), 66(0.92), 68(0.82), 71(0.84), 72(0.70), 74(0.82)
T392: 1(0.97), 3(0.90), 5(0.82), 7(0.72), 9(0.75), 12(0.95), 14(0.84), 15(0.90), 17(0.76), 19(0.71), 21(0.91), 23(0.73), 25(0.73), 28(0.93), 29(0.96), 31(0.89), 34(0.80), 36(0.82), 38(0.90), 40(0.73), 42(0.78), 44(0.86), 46(0.85), 48(0.89), 50(0.79), 52(0.97), 54(0.91), 56(0.80), 58(0.78), 60(0.90), 62(0.74), 64(0.89), 66(0.83), 68(0.82), 70(0.91), 72(0.95), 74(0.86)
T393: 1(0.81), 3(0.74), 5(0.72), 7(0.98), 9(0.84), 12(0.98), 14(0.79), 15(0.87), 17(0.85), 19(0.85), 21(0.91), 23(0.76), 25(0.77), 28(0.73), 29(0.77), 31(0.83), 34(0.92), 36(0.72), 38(0.94), 40(0.85), 42(0.96), 44(0.98), 46(0.94), 48(0.99), 50(0.76), 52(0.76), 54(0.78), 56(0.95), 58(0.82), 60(0.98), 62(0.82), 64(0.98), 66(0.92), 68(0.88), 71(0.81), 72(0.88), 74(0.99)
T394: 1(0.92), 3(0.96), 5(0.80), 7(0.81), 10(0.71), 12(0.84), 14(0.93), 15(0.73), 17(0.82), 19(0.73), 21(0.84), 23(0.88), 25(0.86), 28(0.78), 29(0.76), 31(0.74), 34(0.88), 36(0.79), 38(0.91), 40(0.82), 42(0.87), 44(0.79), 46(0.74), 48(0.81), 50(0.86), 52(0.81), 54(0.88), 56(0.91), 58(0.96), 60(0.96), 62(0.94), 64(0.99), 66(0.98), 68(0.94), 70(0.82), 72(0.84), 74(0.95)
T395: 1(0.83), 3(0.96), 5(0.76), 7(0.89), 10(0.80), 12(0.93), 14(0.82), 15(0.91), 17(0.77), 19(0.74), 21(0.88), 23(0.81), 25(0.79), 28(0.96), 29(0.79), 31(0.80), 34(0.99), 36(0.97), 38(0.89), 40(0.71), 42(0.74), 44(0.75), 46(0.84), 48(0.73), 50(0.79), 52(0.85), 54(0.76), 56(0.79), 58(0.94), 60(0.84), 62(0.77), 64(0.77), 66(0.86), 68(0.70), 71(0.75), 72(0.87), 74(0.95)
T396: 1(0.92), 3(0.78), 5(0.83), 7(0.81), 9(0.90), 11(0.95), 14(0.82), 16(0.84), 17(0.91), 19(0.98), 21(0.75), 23(0.71), 25(0.96), 28(0.94), 29(0.75), 31(0.94), 34(0.95), 36(0.84), 38(0.74), 40(0.98), 42(0.95), 44(0.85), 46(0.85), 48(0.77), 50(0.91), 52(0.73), 54(0.81), 56(0.87), 58(0.93), 60(0.90), 62(0.79), 64(0.91), 66(0.82), 68(0.93), 70(0.80), 72(0.83), 74(0.92)
T397: 1(0.94), 3(0.84), 5(0.92), 7(0.71), 9(0.77), 12(0.91), 14(0.83), 16(0.86), 17(0.81), 19(0.85), 21(0.79), 23(0.94), 25(1.00), 28(1.00), 29(0.88), 31(0.90), 34(0.83), 36(0.96), 38(0.86), 40(0.92), 42(0.76), 44(0.93), 46(0.99), 48(0.93), 50(0.82), 52(0.91), 54(0.89), 56(0.97), 58(0.70), 60(0.86), 62(0.98), 64(0.78), 66(0.93), 68(1.00), 70(0.95), 72(0.88), 74(0.97)
T398: 1(0.90), 3(0.81), 5(0.71), 7(0.97), 9(0.96), 11(0.99), 14(0.71), 15(0.81), 17(0.74), 19(0.83), 21(0.92), 23(0.89), 25(0.98), 28(0.86), 29(0.99), 31(0.90), 34(0.91), 36(0.94), 38(0.89), 40(0.74), 42(0.76), 44(0.83), 46(0.78), 48(0.90), 50(0.94), 52(0.85), 54(0.97), 56(0.91), 58(0.82), 60(0.90), 62(0.83), 64(0.95), 66(0.94), 69(0.76), 71(0.86), 72(0.79), 74(0.89)
T399: 1(0.73), 3(0.76), 5(0.80), 7(0.88), 9(0.77), 12(0.92), 14(0.98), 15(0.94), 17(0.77), 19(0.76), 21(0.70), 23(0.70), 25(0.75), 28(0.79), 29(0.76), 31(0.70), 34(0.96), 36(0.86), 38(0.86), 40(0.99), 42(0.97), 44(0.93), 46(0.87), 48(0.95), 50(0.82), 52(0.83), 54(0.86), 56(0.89), 58(1.00), 60(0.85), 62(0.78), 64(0.89), 66(0.97), 69(0.97), 71(0.82), 72(0.80), 74(0.94)
T400: 1(0.72), 3(0.74), 5(0.97), 7(0.99), 9(0.75), 11(0.89), 14(0.77), 15(0.85), 17(0.89), 20(0.76), 21(0.79), 23(0.90), 25(0.78), 28(0.76), 29(0.84), 31(0.98), 34(0.91), 36(0.74), 38(0.72), 40(0.83), 42(0.80), 44(0.94), 47(0.91), 48(0.73), 50(0.81), 52(0.76), 54(0.94), 56(0.91), 58(0.74), 60(0.98), 62(0.77), 64(0.91), 66(0.77), 68(0.92), 70(0.71), 72(0.81), 74(0.97)
T401: 1(0.94), 3(0.95), 5(0.88), 7(0.77), 9(0.94), 12(0.96), 14(0.96), 15(0.97), 17(0.99), 20(0.78), 21(0.71), 23(0.85), 25(0.99), 28(0.86), 29(0.97), 31(0.95), 34(0.97), 36(0.71), 38(0.76), 40(0.90), 42(0.74), 44(0.93), 47(0.81), 48(0.71), 50(0.70), 52(0.96), 54(0.80), 56(0.80), 58(0.75), 60(0.90), 62(0.72), 64(0.91), 66(0.94), 68(0.92), 70(0.83), 72(0.86), 74(1.00)
T402: 1(1.00), 3(0.80), 5(0.91), 7(0.72), 10(0.96), 12(0.83), 14(0.90), 15(0.90), 17(0.95), 20(0.73), 21(0.72), 23(0.92), 25(0.92), 28(0.77), 29(0.70), 31(0.74), 34(0.96), 36(0.99), 38(0.95), 40(0.97), 42(0.94), 44(0.98), 47(0.90), 48(1.00), 50(0.83), 52(0.82), 54(0.95), 56(0.77), 58(0.76), 60(0.88), 62(0.99), 64(0.84), 66(0.81), 68(0.87), 70(0.97), 72(0.75), 74(0.95)
T403: 1(0.88), 3(0.75), 5(0.77), 7(0.79), 9(0.88), 11(0.76), 14(0.78), 16(0.97), 17(0.98), 20(0.88), 21(0.91), 23(0.82), 25(0.93), 28(0.72), 29(0.85), 31(0.74), 34(0.77), 36(0.99), 38(0.90), 40(0.96), 42(0.80), 44(0.81), 47(0.93), 48(0.93), 50(0.90), 52(0.90), 54(0.81), 56(0.89), 58(0.95), 60(0.99), 62(0.99), 64(0.75), 66(0.89), 68(0.91), 70(0.97), 72(0.98), 74(0.74)
T404: 1(0.80), 3(0.86), 5(0.96), 7(0.85), 9(0.99), 12(0.92), 14(0.97), 16(0.80), 17(0.72), 20(0.79), 21(0.75), 23(1.00), 25(0.84), 28(0.77), 29(0.83), 31(0.93), 34(0.71), 36(0.96), 38(0.90), 40(0.73), 42(0.79), 44(0.71), 47(0.94), 48(0.82), 50(0.79), 52(0.73), 54(0.84), 56(0.78), 58(0.98), 60(0.75), 62(0.86), 64(0.72), 66(0.90), 68(0.80), 70(0.88), 72(0.82), 74(0.96)
T405: 1(0.82), 3(0.71), 5(0.99), 7(0.89), 9(0.79), 11(0.81), 14(0.74), 15(0.83), 17(0.87), 19(0.96), 21(0.70), 23(0.89), 25(0.73), 28(0.77), 29(0.77), 31(0.70), 34(0.79), 36(0.74), 38(0.73), 40(0.96), 42(0.87), 44(0.92), 46(0.96), 48(0.78), 51(0.95), 52(0.72), 54(0.73), 56(0.71), 58(0.92), 60(0.81), 62(0.88), 64(0.83), 66(0.86), 68(0.85), 70(0.83), 72(0.72), 74(0.83)
T406: 1(0.92), 3(0.95), 5(0.71), 7(0.88), 9(0.86), 11(0.85), 14(0.85), 15(0.82), 17(0.97), 19(0.84), 21(0.94), 23(0.97), 25(0.77), 28(0.72), 29(0.86), 31(0.98), 34(0.98), 36(0.95), 38(0.86), 40(0.89), 42(0.80), 44(1.00), 46(0.78), 48(0.84), 51(0.90), 52(0.98), 54(0.92), 56(0.75), 58(0.73), 60(0.98), 62(0.81), 64(0.74), 66(0.74), 68(0.72), 71(0.76), 72(0.73), 74(0.82)
T407: 1(0.95), 3(0.81), 5(0.91), 8(0.70), 9(0.99), 11(0.74), 14(0.71), 15(0.80), 17(0.70), 19(0.80), 21(0.75), 23(0.87), 25(0.73), 28(0.79), 29(1.00), 31(0.96), 34(0.91), 36(0.82), 38(0.90), 40(0.80), 42(0.92), 44(0.77), 46(0.77), 48(0.83), 51(0.73), 52(0.90), 54(0.73), 56(0.73), 58(0.77), 60(0.96), 62(0.78), 64(0.95), 66(0.71), 68(0.79), 71(0.97), 72(0.78), 74(0.78)
T408: 1(0.89), 3(0.84), 5(0.99), 7(0.78), 10(0.99), 11(0.84), 14(0.85), 15(0.70), 17(0.74), 19(0.94), 21(0.71), 23(0.95), 25(0.91), 28(0.71), 29(0.72), 31(0.93), 34(0.72), 36(0.93), 38(0.82), 40(0.90), 42(0.71), 44(0.83), 46(0.96), 48(0.75), 51(0.91), 52(0.72), 54(0.72), 56(0.98), 58(0.73), 60(0.98), 62(0.79), 64(0.81), 66(0.79), 68(0.85), 71(0.91), 72(0.85), 74(0.94)
T409: 1(0.90), 3(0.72), 5(0.84), 7(0.79), 9(0.96), 12(0.85), 14(0.77), 16(0.71), 17(0.96), 19(0.71), 21(0.80), 23(0.96), 25(0.99), 28(0.77), 29(0.99), 31(0.79), 34(0.97), 36(0.83), 38(0.80), 40(0.85), 42(0.85), 44(0.86), 46(0.70), 48(0.91), 51(0.76), 52(0.80), 54(0.99), 56(0.90), 58(0.84), 60(0.77), 62(0.84), 64(0.93), 66(0.81), 68(0.83), 70(0.76), 72(0.87), 74(0.78)
T410: 1(0.92), 3(0.95), 5(0.88), 8(0.91), 9(0.97), 12(0.92), 14(0.85), 16(0.99), 17(0.91), 19(0.97), 21(0.83), 23(0.87), 25(0.80), 28(0.82), 29(0.85), 31(0.76), 34(0.96), 36(0.83), 38(0.99), 40(0.74), 42(0.81), 44(0.74), 46(0.85), 48(0.82), 51(0.93), 52(0.72), 54(0.98), 56(1.00), 58(0.77), 60(0.79), 62(0.81), 64(0.73), 66(0.73), 68(0.90), 71(0.94), 72(0.75), 74(0.93)
T411: 1(0.97), 3(0.86), 5(0.85), 7(0.86), 9(0.77), 11(0.99), 14(0.85), 15(0.72), 17(0.91), 19(0.85), 21(0.76), 23(0.88), 25(0.73), 28(0.97), 29(0.73), 31(0.81), 34(0.97), 36(0.85), 38(0.71), 40(0.86), 42(0.92), 44(0.98), 46(0.83), 48(0.85), 51(0.77), 52(0.77), 54(0.86), 56(0.95), 58(0.85), 60(0.84), 62(0.92), 64(0.96), 66(0.77), 69(0.81), 71(0.98), 72(0.77), 74(0.96)
T412: 1(0.89), 3(0.72), 5(0.79), 7(0.84), 9(0.80), 11(0.77), 14(0.91), 15(0.82), 17(0.91), 20(0.90), 21(0.97), 23(0.79), 25(0.83), 28(0.93), 29(0.90), 31(0.94), 34(0.96), 36(0.82), 38(0.87), 40(0.93), 42(0.77), 44(0.95), 47(0.83), 48(0.77), 51(0.73), 52(0.76), 54(0.71), 56(0.95), 58(0.76), 60(0.90), 62(0.96), 64(0.89), 66(0.82), 68(0.99), 70(0.71), 72(0.95), 74(0.90)
T413: 1(0.98), 3(0.71), 5(0.91), 7(0.84), 9(0.91), 12(0.97), 14(0.94), 16(0.83), 17(0.77), 20(0.78), 21(0.86), 23(0.82), 25(0.96), 28(0.88), 29(0.79), 31(0.74), 34(0.74), 36(0.85), 38(0.93), 40(0.92), 42(0.74), 44(0.94), 47(0.94), 48(0.92), 51(0.85), 52(0.80), 54(0.74), 56(0.91), 58(0.72), 60(1.00), 62(0.85), 64(1.00), 66(0.84), 68(1.00), 70(0.86), 72(0.93), 74(0.80)
T414: 1(0.90), 3(0.91), 5(0.87), 7(0.99), 9(0.92), 11(0.99), 14(0.74), 15(0.91), 17(0.76), 19(0.88), 21(0.77), 24(0.97), 25(0.81), 28(0.77), 29(0.90), 31(0.86), 34(0.81), 36(0.71), 38(0.88), 40(0.88), 42(0.97), 44(0.71), 46(0.98), 48(0.99), 50(0.86), 52(0.75), 54(0.96), 56(0.83), 58(0.90), 60(0.92), 62(0.99), 64(0.87), 66(0.78), 68(0.96), 70(0.88), 72(0.76), 74(0.79)
T415: 1(0.83), 3(0.74), 5(0.90), 7(0.77), 10(0.86), 11(0.99), 14(0.72), 15(0.81), 17(0.80), 19(0.92), 21(0.72), 24(0.76), 25(1.00), 28(0.85), 29(0.82), 31(0.94), 34(0.81), 36(0.71), 38(0.80), 40(0.87), 42(0.95), 44(0.83), 46(0.95), 48(0.72), 50(0.70), 52(0.78), 54(0.89), 56(0.98), 58(0.96), 60(0.75), 62(0.74), 64(0.98), 66(0.97), 68(0.93), 70(0.86), 72(0.95), 74(0.73)
T416: 1(0.81), 3(0.76), 5(0.79), 7(0.98), 10(0.91), 11(0.71), 14(0.89), 15(0.97), 17(0.78), 19(0.99), 21(0.77), 24(0.79), 25(0.89), 28(0.72), 29(0.90), 31(0.91), 34(0.75), 36(0.89), 38(0.88), 40(0.87), 42(0.80), 44(0.76), 46(0.72), 48(0.78), 50(0.98), 52(0.81), 54(0.82), 56(0.99), 58(0.98), 60(0.91), 62(1.00), 64(0.98), 66(0.73), 68(0.99), 71(0.96), 72(0.96), 74(0.95)
T417: 1(0.74), 3(0.94), 5(0.75), 7(0.82), 9(0.85), 12(0.87), 14(0.71), 15(0.76), 17(0.96), 19(0.92), 21(0.96), 24(0.96), 25(0.77), 28(0.96), 29(0.75), 31(0.72), 34(0.72), 36(0.73), 38(0.98), 40(0.80), 42(0.84), 44(0.85), 46(0.93), 48(0.76), 50(0.90), 52(0.99), 54(0.90), 56(0.83), 58(0.97), 60(0.95), 62(0.76), 64(0.97), 66(0.72), 68(0.94), 70(0.70), 72(0.88), 74(0.76)
T418: 1(0.93), 3(0.72), 5(0.82), 7(0.73), 9(0.89), 11(0.97), 14(0.97), 16(0.78), 17(0.90), 19(0.85), 21(0.90), 24(0.73), 25(0.96), 28(0.73), 29(0.76), 31(0.99), 34(0.94), 36(0.80), 38(0.90), 40(0.76), 42(0.76), 44(0.72), 46(0.90), 48(0.80), 50(0.97), 52(0.84), 54(0.80), 56(0.88), 58(0.72), 60(0.79), 62(0.98), 64(0.77), 66(0.74), 68(0.82), 70(0.70), 72(0.96), 74(0.78)
T419: 1(0.94), 3(0.91), 5(0.96), 7(0.79), 9(0.83), 12(0.95), 14(0.79), 16(0.75), 17(0.75), 19(0.71), 21(0.83), 24(0.80), 25(0.78), 28(0.84), 29(0.80), 31(0.85), 34(0.93), 36(0.96), 38(0.92), 40(0.79), 42(0.80), 44(0.87), 46(0.95), 48(0.76), 50(0.95), 52(0.94), 54(1.00), 56(0.77), 58(0.84), 60(0.93), 62(0.79), 64(0.89), 66(0.80), 68(0.87), 70(0.96), 72(0.71), 74(0.96)
T420: 1(0.81), 3(0.78), 5(0.86), 7(0.74), 9(0.73), 11(0.72), 14(0.93), 15(0.78), 17(0.77), 20(0.98), 21(0.79), 24(0.98), 25(0.86), 28(0.71), 29(0.79), 31(0.88), 34(0.90), 36(0.91), 38(0.91), 40(0.90), 42(0.87), 44(0.92), 47(0.75), 48(0.70), 50(0.89), 52(0.76), 54(0.84), 56(0.80), 58(0.88), 60(0.84), 62(0.98), 64(0.96), 66(0.98), 68(0.90), 70(0.78), 72(0.99), 74(0.74)
